transition_id,machine_id,object_family,state_field,machine_class,transition_kind,raw_transition,source_state_or_selector,source_ref_kind,event_code_or_null,target_state_or_selector,target_ref_kind,source_file,source_heading_or_logical_block,rationale
machine_client_approval_pack_lifecycle_state_edge_009,machine_client_approval_pack_lifecycle_state,ClientApprovalPack,lifecycle_state,lifecycle,explicit_event_edge,VIEWED --superseded--> SUPERSEDED,VIEWED,state,superseded,SUPERSEDED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1686[ClientApprovalPack.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_approval_pack_lifecycle_state_edge_010,machine_client_approval_pack_lifecycle_state,ClientApprovalPack,lifecycle_state,lifecycle,explicit_event_edge,ACKNOWLEDGED --superseded--> SUPERSEDED,ACKNOWLEDGED,state,superseded,SUPERSEDED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1687[ClientApprovalPack.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_approval_pack_lifecycle_state_edge_011,machine_client_approval_pack_lifecycle_state,ClientApprovalPack,lifecycle_state,lifecycle,explicit_event_edge,READY_FOR_CLIENT --pack_expired--> EXPIRED,READY_FOR_CLIENT,state,pack_expired,EXPIRED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1688[ClientApprovalPack.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_approval_pack_lifecycle_state_edge_012,machine_client_approval_pack_lifecycle_state,ClientApprovalPack,lifecycle_state,lifecycle,explicit_event_edge,VIEWED --pack_expired--> EXPIRED,VIEWED,state,pack_expired,EXPIRED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1689[ClientApprovalPack.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_approval_pack_lifecycle_state_edge_013,machine_client_approval_pack_lifecycle_state,ClientApprovalPack,lifecycle_state,lifecycle,explicit_event_edge,ACKNOWLEDGED --pack_expired--> EXPIRED,ACKNOWLEDGED,state,pack_expired,EXPIRED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1690[ClientApprovalPack.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_approval_pack_lifecycle_state_edge_014,machine_client_approval_pack_lifecycle_state,ClientApprovalPack,lifecycle_state,lifecycle,explicit_event_edge,READY_FOR_CLIENT --cancelled--> CANCELLED,READY_FOR_CLIENT,state,cancelled,CANCELLED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1691[ClientApprovalPack.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_document_request_lifecycle_state_edge_001,machine_client_document_request_lifecycle_state,ClientDocumentRequest,lifecycle_state,lifecycle,explicit_event_edge,OPEN --upload_started--> UPLOAD_IN_PROGRESS,OPEN,state,upload_started,UPLOAD_IN_PROGRESS,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1624[ClientDocumentRequest.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_document_request_lifecycle_state_edge_002,machine_client_document_request_lifecycle_state,ClientDocumentRequest,lifecycle_state,lifecycle,explicit_event_edge,UPLOAD_IN_PROGRESS --upload_abandoned--> OPEN,UPLOAD_IN_PROGRESS,state,upload_abandoned,OPEN,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1625[ClientDocumentRequest.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_document_request_lifecycle_state_edge_003,machine_client_document_request_lifecycle_state,ClientDocumentRequest,lifecycle_state,lifecycle,explicit_event_edge,UPLOAD_IN_PROGRESS --upload_submitted--> SUBMITTED,UPLOAD_IN_PROGRESS,state,upload_submitted,SUBMITTED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1626[ClientDocumentRequest.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_document_request_lifecycle_state_edge_004,machine_client_document_request_lifecycle_state,ClientDocumentRequest,lifecycle_state,lifecycle,explicit_event_edge,SUBMITTED --review_started--> UNDER_REVIEW,SUBMITTED,state,review_started,UNDER_REVIEW,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1627[ClientDocumentRequest.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_document_request_lifecycle_state_edge_005,machine_client_document_request_lifecycle_state,ClientDocumentRequest,lifecycle_state,lifecycle,explicit_event_edge,UNDER_REVIEW --accepted--> ACCEPTED,UNDER_REVIEW,state,accepted,ACCEPTED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1628[ClientDocumentRequest.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_document_request_lifecycle_state_edge_006,machine_client_document_request_lifecycle_state,ClientDocumentRequest,lifecycle_state,lifecycle,explicit_event_edge,UNDER_REVIEW --rejected_request_revision--> REJECTED,UNDER_REVIEW,state,rejected_request_revision,REJECTED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1629[ClientDocumentRequest.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_document_request_lifecycle_state_edge_007,machine_client_document_request_lifecycle_state,ClientDocumentRequest,lifecycle_state,lifecycle,explicit_event_edge,REJECTED --replacement_upload_started--> UPLOAD_IN_PROGRESS,REJECTED,state,replacement_upload_started,UPLOAD_IN_PROGRESS,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1630[ClientDocumentRequest.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_document_request_lifecycle_state_edge_008,machine_client_document_request_lifecycle_state,ClientDocumentRequest,lifecycle_state,lifecycle,explicit_event_edge,OPEN --request_withdrawn--> WITHDRAWN,OPEN,state,request_withdrawn,WITHDRAWN,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1631[ClientDocumentRequest.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_document_request_lifecycle_state_edge_009,machine_client_document_request_lifecycle_state,ClientDocumentRequest,lifecycle_state,lifecycle,explicit_event_edge,OPEN --due_window_expired--> EXPIRED,OPEN,state,due_window_expired,EXPIRED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1632[ClientDocumentRequest.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_document_request_lifecycle_state_edge_010,machine_client_document_request_lifecycle_state,ClientDocumentRequest,lifecycle_state,lifecycle,explicit_event_edge,REJECTED --due_window_expired--> EXPIRED,REJECTED,state,due_window_expired,EXPIRED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1633[ClientDocumentRequest.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_onboarding_journey_lifecycle_state_edge_001,machine_client_onboarding_journey_lifecycle_state,ClientOnboardingJourney,lifecycle_state,lifecycle,explicit_event_edge,INVITED --invite_opened--> PROFILE_PENDING,INVITED,state,invite_opened,PROFILE_PENDING,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1579[ClientOnboardingJourney.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_onboarding_journey_lifecycle_state_edge_002,machine_client_onboarding_journey_lifecycle_state,ClientOnboardingJourney,lifecycle_state,lifecycle,explicit_event_edge,PROFILE_PENDING --profile_submitted--> IDENTITY_PENDING,PROFILE_PENDING,state,profile_submitted,IDENTITY_PENDING,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1580[ClientOnboardingJourney.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_onboarding_journey_lifecycle_state_edge_003,machine_client_onboarding_journey_lifecycle_state,ClientOnboardingJourney,lifecycle_state,lifecycle,explicit_event_edge,IDENTITY_PENDING --identity_verified_no_authority_link_required--> DOCUMENTS_PENDING,IDENTITY_PENDING,state,identity_verified_no_authority_link_required,DOCUMENTS_PENDING,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1581[ClientOnboardingJourney.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_onboarding_journey_lifecycle_state_edge_004,machine_client_onboarding_journey_lifecycle_state,ClientOnboardingJourney,lifecycle_state,lifecycle,explicit_event_edge,IDENTITY_PENDING --identity_verified--> AUTHORITY_LINK_PENDING,IDENTITY_PENDING,state,identity_verified,AUTHORITY_LINK_PENDING,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1582[ClientOnboardingJourney.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_onboarding_journey_lifecycle_state_edge_005,machine_client_onboarding_journey_lifecycle_state,ClientOnboardingJourney,lifecycle_state,lifecycle,explicit_event_edge,AUTHORITY_LINK_PENDING --authority_link_created--> DOCUMENTS_PENDING,AUTHORITY_LINK_PENDING,state,authority_link_created,DOCUMENTS_PENDING,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1583[ClientOnboardingJourney.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_onboarding_journey_lifecycle_state_edge_006,machine_client_onboarding_journey_lifecycle_state,ClientOnboardingJourney,lifecycle_state,lifecycle,explicit_event_edge,AUTHORITY_LINK_PENDING --authority_link_not_required--> DOCUMENTS_PENDING,AUTHORITY_LINK_PENDING,state,authority_link_not_required,DOCUMENTS_PENDING,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1584[ClientOnboardingJourney.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_onboarding_journey_lifecycle_state_edge_007,machine_client_onboarding_journey_lifecycle_state,ClientOnboardingJourney,lifecycle_state,lifecycle,explicit_event_edge,DOCUMENTS_PENDING --required_documents_submitted--> READY_FOR_REVIEW,DOCUMENTS_PENDING,state,required_documents_submitted,READY_FOR_REVIEW,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1585[ClientOnboardingJourney.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_onboarding_journey_lifecycle_state_edge_008,machine_client_onboarding_journey_lifecycle_state,ClientOnboardingJourney,lifecycle_state,lifecycle,explicit_event_edge,READY_FOR_REVIEW --review_accepted--> COMPLETED,READY_FOR_REVIEW,state,review_accepted,COMPLETED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1586[ClientOnboardingJourney.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_onboarding_journey_lifecycle_state_edge_009,machine_client_onboarding_journey_lifecycle_state,ClientOnboardingJourney,lifecycle_state,lifecycle,explicit_event_edge,INVITED --invite_expired--> EXPIRED,INVITED,state,invite_expired,EXPIRED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1587[ClientOnboardingJourney.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_onboarding_journey_lifecycle_state_edge_010,machine_client_onboarding_journey_lifecycle_state,ClientOnboardingJourney,lifecycle_state,lifecycle,explicit_event_edge,PROFILE_PENDING --journey_abandoned--> ABANDONED,PROFILE_PENDING,state,journey_abandoned,ABANDONED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1588[ClientOnboardingJourney.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_onboarding_journey_lifecycle_state_edge_011,machine_client_onboarding_journey_lifecycle_state,ClientOnboardingJourney,lifecycle_state,lifecycle,explicit_event_edge,IDENTITY_PENDING --journey_abandoned--> ABANDONED,IDENTITY_PENDING,state,journey_abandoned,ABANDONED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1589[ClientOnboardingJourney.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_onboarding_journey_lifecycle_state_edge_012,machine_client_onboarding_journey_lifecycle_state,ClientOnboardingJourney,lifecycle_state,lifecycle,explicit_event_edge,AUTHORITY_LINK_PENDING --journey_abandoned--> ABANDONED,AUTHORITY_LINK_PENDING,state,journey_abandoned,ABANDONED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1590[ClientOnboardingJourney.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_client_onboarding_journey_lifecycle_state_edge_013,machine_client_onboarding_journey_lifecycle_state,ClientOnboardingJourney,lifecycle_state,lifecycle,explicit_event_edge,DOCUMENTS_PENDING --journey_abandoned--> ABANDONED,DOCUMENTS_PENDING,state,journey_abandoned,ABANDONED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1591[ClientOnboardingJourney.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_compute_result_lifecycle_state_edge_001,machine_compute_result_lifecycle_state,ComputeResult,lifecycle_state,lifecycle,explicit_event_edge,NOT_RUN --compute_start--> RUNNING,NOT_RUN,state,compute_start,RUNNING,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L392[ComputeResult.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_compute_result_lifecycle_state_edge_002,machine_compute_result_lifecycle_state,ComputeResult,lifecycle_state,lifecycle,explicit_event_edge,RUNNING --compute_success--> COMPUTED,RUNNING,state,compute_success,COMPUTED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L393[ComputeResult.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_compute_result_lifecycle_state_edge_003,machine_compute_result_lifecycle_state,ComputeResult,lifecycle_state,lifecycle,explicit_event_edge,RUNNING --data_or_policy_block--> BLOCKED,RUNNING,state,data_or_policy_block,BLOCKED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L394[ComputeResult.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_compute_result_lifecycle_state_edge_004,machine_compute_result_lifecycle_state,ComputeResult,lifecycle_state,lifecycle,explicit_event_edge,COMPUTED --newer_manifest_compute--> SUPERSEDED,COMPUTED,state,newer_manifest_compute,SUPERSEDED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L395[ComputeResult.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_config_change_request_lifecycle_state_edge_001,machine_config_change_request_lifecycle_state,ConfigChangeRequest,lifecycle_state,lifecycle,explicit_event_edge,OPEN --assigned--> UNDER_REVIEW,OPEN,state,assigned,UNDER_REVIEW,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L249[ConfigChangeRequest.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_config_change_request_lifecycle_state_edge_002,machine_config_change_request_lifecycle_state,ConfigChangeRequest,lifecycle_state,lifecycle,explicit_event_edge,UNDER_REVIEW --sent_to_test--> TESTING,UNDER_REVIEW,state,sent_to_test,TESTING,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L250[ConfigChangeRequest.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_config_change_request_lifecycle_state_edge_003,machine_config_change_request_lifecycle_state,ConfigChangeRequest,lifecycle_state,lifecycle,explicit_event_edge,TESTING --pass--> APPROVED,TESTING,state,pass,APPROVED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L251[ConfigChangeRequest.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_config_change_request_lifecycle_state_edge_004,machine_config_change_request_lifecycle_state,ConfigChangeRequest,lifecycle_state,lifecycle,explicit_event_edge,TESTING --fail--> REJECTED,TESTING,state,fail,REJECTED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L252[ConfigChangeRequest.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_config_change_request_lifecycle_state_edge_005,machine_config_change_request_lifecycle_state,ConfigChangeRequest,lifecycle_state,lifecycle,explicit_event_edge,APPROVED --deployed--> IMPLEMENTED,APPROVED,state,deployed,IMPLEMENTED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L253[ConfigChangeRequest.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_config_change_request_lifecycle_state_edge_006,machine_config_change_request_lifecycle_state,ConfigChangeRequest,lifecycle_state,lifecycle,explicit_event_edge,IMPLEMENTED --rollback--> ROLLED_BACK,IMPLEMENTED,state,rollback,ROLLED_BACK,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L254[ConfigChangeRequest.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_config_version_lifecycle_state_edge_001,machine_config_version_lifecycle_state,ConfigVersion,lifecycle_state,lifecycle,explicit_event_edge,DRAFT --submit_for_test--> CANDIDATE,DRAFT,state,submit_for_test,CANDIDATE,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L219[ConfigVersion.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_config_version_lifecycle_state_edge_002,machine_config_version_lifecycle_state,ConfigVersion,lifecycle_state,lifecycle,explicit_event_edge,CANDIDATE --verification_pass--> VERIFIED,CANDIDATE,state,verification_pass,VERIFIED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L220[ConfigVersion.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_config_version_lifecycle_state_edge_003,machine_config_version_lifecycle_state,ConfigVersion,lifecycle_state,lifecycle,explicit_event_edge,VERIFIED --approval_granted--> APPROVED,VERIFIED,state,approval_granted,APPROVED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L221[ConfigVersion.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_config_version_lifecycle_state_edge_004,machine_config_version_lifecycle_state,ConfigVersion,lifecycle_state,lifecycle,explicit_event_edge,APPROVED --replacement_approved--> DEPRECATED,APPROVED,state,replacement_approved,DEPRECATED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L222[ConfigVersion.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_config_version_lifecycle_state_edge_005,machine_config_version_lifecycle_state,ConfigVersion,lifecycle_state,lifecycle,explicit_event_edge,APPROVED --urgent_withdrawal--> REVOKED,APPROVED,state,urgent_withdrawal,REVOKED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L223[ConfigVersion.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_config_version_lifecycle_state_edge_006,machine_config_version_lifecycle_state,ConfigVersion,lifecycle_state,lifecycle,explicit_event_edge,DEPRECATED --retired--> RETIRED,DEPRECATED,state,retired,RETIRED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L224[ConfigVersion.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_config_version_lifecycle_state_edge_007,machine_config_version_lifecycle_state,ConfigVersion,lifecycle_state,lifecycle,explicit_event_edge,REVOKED --retired--> RETIRED,REVOKED,state,retired,RETIRED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L225[ConfigVersion.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_deployment_release_rollout_state_edge_001,machine_deployment_release_rollout_state,DeploymentRelease,rollout_state,release_control,explicit_event_edge,PLANNED --canary_start--> CANARY,PLANNED,state,canary_start,CANARY,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1369[DeploymentRelease.rollout_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_deployment_release_rollout_state_edge_002,machine_deployment_release_rollout_state,DeploymentRelease,rollout_state,release_control,explicit_event_edge,PLANNED --emergency_promote_with_override--> PROMOTED,PLANNED,state,emergency_promote_with_override,PROMOTED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1370[DeploymentRelease.rollout_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_deployment_release_rollout_state_edge_003,machine_deployment_release_rollout_state,DeploymentRelease,rollout_state,release_control,explicit_event_edge,CANARY --promote--> PROMOTED,CANARY,state,promote,PROMOTED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1371[DeploymentRelease.rollout_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_deployment_release_rollout_state_edge_004,machine_deployment_release_rollout_state,DeploymentRelease,rollout_state,release_control,explicit_event_edge,CANARY --abort--> ABORTED,CANARY,state,abort,ABORTED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1372[DeploymentRelease.rollout_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_deployment_release_rollout_state_edge_005,machine_deployment_release_rollout_state,DeploymentRelease,rollout_state,release_control,explicit_event_edge,PROMOTED --rollback--> ROLLED_BACK,PROMOTED,state,rollback,ROLLED_BACK,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1373[DeploymentRelease.rollout_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_deployment_release_rollout_state_edge_006,machine_deployment_release_rollout_state,DeploymentRelease,rollout_state,release_control,explicit_event_edge,PROMOTED --rollback_unsafe_fail_forward_required--> FAILED_FORWARD,PROMOTED,state,rollback_unsafe_fail_forward_required,FAILED_FORWARD,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1374[DeploymentRelease.rollout_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_deployment_release_rollout_state_edge_007,machine_deployment_release_rollout_state,DeploymentRelease,rollout_state,release_control,explicit_event_edge,PROMOTED --emergency_pin--> PINNED,PROMOTED,state,emergency_pin,PINNED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1375[DeploymentRelease.rollout_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_deployment_release_rollout_state_edge_008,machine_deployment_release_rollout_state,DeploymentRelease,rollout_state,release_control,explicit_event_edge,FAILED_FORWARD --emergency_pin--> PINNED,FAILED_FORWARD,state,emergency_pin,PINNED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1376[DeploymentRelease.rollout_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_deployment_release_rollout_state_edge_009,machine_deployment_release_rollout_state,DeploymentRelease,rollout_state,release_control,explicit_event_edge,PROMOTED --supersede--> SUPERSEDED,PROMOTED,state,supersede,SUPERSEDED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1377[DeploymentRelease.rollout_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_deployment_release_rollout_state_edge_010,machine_deployment_release_rollout_state,DeploymentRelease,rollout_state,release_control,explicit_event_edge,FAILED_FORWARD --supersede--> SUPERSEDED,FAILED_FORWARD,state,supersede,SUPERSEDED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1378[DeploymentRelease.rollout_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_deployment_release_rollout_state_edge_011,machine_deployment_release_rollout_state,DeploymentRelease,rollout_state,release_control,explicit_event_edge,PINNED --supersede--> SUPERSEDED,PINNED,state,supersede,SUPERSEDED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1379[DeploymentRelease.rollout_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_deployment_release_rollout_state_edge_012,machine_deployment_release_rollout_state,DeploymentRelease,rollout_state,release_control,explicit_event_edge,ABORTED --supersede--> SUPERSEDED,ABORTED,state,supersede,SUPERSEDED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1380[DeploymentRelease.rollout_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_deployment_release_rollout_state_edge_013,machine_deployment_release_rollout_state,DeploymentRelease,rollout_state,release_control,explicit_event_edge,ROLLED_BACK --supersede--> SUPERSEDED,ROLLED_BACK,state,supersede,SUPERSEDED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1381[DeploymentRelease.rollout_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_drift_record_lifecycle_state_edge_001,machine_drift_record_lifecycle_state,DriftRecord,lifecycle_state,lifecycle,explicit_event_edge,NOT_ASSESSED --drift_check_complete_no_change--> NO_CHANGE,NOT_ASSESSED,state,drift_check_complete_no_change,NO_CHANGE,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1062[DriftRecord.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_drift_record_lifecycle_state_edge_002,machine_drift_record_lifecycle_state,DriftRecord,lifecycle_state,lifecycle,explicit_event_edge,NOT_ASSESSED --drift_check_explanation_only--> EXPLANATION_ONLY,NOT_ASSESSED,state,drift_check_explanation_only,EXPLANATION_ONLY,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1063[DriftRecord.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_drift_record_lifecycle_state_edge_003,machine_drift_record_lifecycle_state,DriftRecord,lifecycle_state,lifecycle,explicit_event_edge,NOT_ASSESSED --drift_check_benign--> BENIGN_DRIFT,NOT_ASSESSED,state,drift_check_benign,BENIGN_DRIFT,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1064[DriftRecord.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_drift_record_lifecycle_state_edge_004,machine_drift_record_lifecycle_state,DriftRecord,lifecycle_state,lifecycle,explicit_event_edge,NOT_ASSESSED --drift_check_material--> MATERIAL_REVIEW,NOT_ASSESSED,state,drift_check_material,MATERIAL_REVIEW,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1065[DriftRecord.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_drift_record_lifecycle_state_edge_005,machine_drift_record_lifecycle_state,DriftRecord,lifecycle_state,lifecycle,explicit_event_edge,MATERIAL_REVIEW --workflow_spawned--> REVIEW_REQUIRED,MATERIAL_REVIEW,state,workflow_spawned,REVIEW_REQUIRED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1066[DriftRecord.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_drift_record_lifecycle_state_edge_006,machine_drift_record_lifecycle_state,DriftRecord,lifecycle_state,lifecycle,explicit_event_edge,REVIEW_REQUIRED --amendment_needed--> AMENDMENT_REQUIRED,REVIEW_REQUIRED,state,amendment_needed,AMENDMENT_REQUIRED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1067[DriftRecord.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_drift_record_lifecycle_state_edge_007,machine_drift_record_lifecycle_state,DriftRecord,lifecycle_state,lifecycle,explicit_event_edge,EXPLANATION_ONLY --accepted--> RESOLVED,EXPLANATION_ONLY,state,accepted,RESOLVED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1068[DriftRecord.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_drift_record_lifecycle_state_edge_008,machine_drift_record_lifecycle_state,DriftRecord,lifecycle_state,lifecycle,explicit_event_edge,BENIGN_DRIFT --accepted--> RESOLVED,BENIGN_DRIFT,state,accepted,RESOLVED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1069[DriftRecord.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_drift_record_lifecycle_state_edge_009,machine_drift_record_lifecycle_state,DriftRecord,lifecycle_state,lifecycle,explicit_event_edge,AMENDMENT_REQUIRED --case_opened--> RESOLVED,AMENDMENT_REQUIRED,state,case_opened,RESOLVED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1070[DriftRecord.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_drift_record_lifecycle_state_edge_010,machine_drift_record_lifecycle_state,DriftRecord,lifecycle_state,lifecycle,explicit_event_edge,any_non_superseded_state --newer_exact_scope_drift_written--> SUPERSEDED,any_non_superseded_state,selector_alias,newer_exact_scope_drift_written,SUPERSEDED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1071[DriftRecord.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_evidence_graph_lifecycle_state_edge_001,machine_evidence_graph_lifecycle_state,EvidenceGraph,lifecycle_state,lifecycle,explicit_event_edge,NOT_BUILT --graph_start--> BUILDING,NOT_BUILT,state,graph_start,BUILDING,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L553[EvidenceGraph.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
