edge_id,upstream_module,downstream_module,dependency_type,rationale,source_refs,shared_artifacts,run_phase_contexts
E0091,FINALIZE_TERMINAL_OUTCOME,EVALUATE_PARITY,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S066` and `P09-S068`.,Algorithm/core_engine.md,,P09::P09-S066->P09-S068
E0092,FINALIZE_TERMINAL_OUTCOME,EXECUTE_AUTHORITY_CALCULATION_FLOW,external_boundary_dependency,Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S029` and `P14-S031`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S033` and `P15-S035`.,Algorithm/core_engine.md,,P14::P14-S029->P14-S031; P15::P15-S033->P15-S035
E0093,FINALIZE_TERMINAL_OUTCOME,FILING_GATE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S051` and `P09-S057`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S018` and `P15-S021`.,Algorithm/core_engine.md,,P09::P09-S051->P09-S057; P15::P15-S018->P15-S021
E0094,FINALIZE_TERMINAL_OUTCOME,RESOLVE_FILING_NOTICES,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S090` and `P15-S092`.,Algorithm/core_engine.md,,P15::P15-S090->P15-S092
E0095,FINALIZE_TERMINAL_OUTCOME,SELECT_PRIMARY_PROOF_BUNDLE_REF,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S064` and `P09-S065`. Adjacent in `RUN_ENGINE(...)` phase `P13` between steps `P13-S031` and `P13-S033`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S019` and `P14-S021`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S023` and `P14-S025`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S026` and `P14-S028`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S087` and `P15-S089`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S040` and `P16-S042`.,Algorithm/core_engine.md,,P09::P09-S064->P09-S065; P13::P13-S031->P13-S033; P14::P14-S019->P14-S021; P14::P14-S023->P14-S025; P14::P14-S026->P14-S028; P15::P15-S087->P15-S089; P16::P16-S040->P16-S042
E0096,FINALIZE_TERMINAL_OUTCOME,UPSERT_AMENDMENT_CASE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S043` and `P16-S046`.,Algorithm/core_engine.md,,P16::P16-S043->P16-S046
E0097,FINALIZE_TERMINAL_OUTCOME,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P05` between steps `P05-S027` and `P05-S029`.,Algorithm/core_engine.md,,P05::P05-S027->P05-S029
E0098,FREEZE_COLLECTION_BOUNDARY,MATERIALIZE_SOURCE_WINDOW,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S052` and `P04-S053`.,Algorithm/core_engine.md,,P04::P04-S052->P04-S053
E0099,FREEZE_CONFIG,UPDATE_MANIFEST_PRESEAL_CONTEXT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P03` between steps `P03-S016` and `P03-S021`.,Algorithm/core_engine.md,,P03::P03-S016->P03-S021
E0100,FREEZE_INPUT_SET,VALIDATE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S103` and `P04-S104`.,Algorithm/core_engine.md,,P04::P04-S103->P04-S104
E0101,FREEZE_NORMALIZATION_CONTEXT,BUILD_SNAPSHOT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S091` and `P04-S092`.,Algorithm/core_engine.md,,P04::P04-S091->P04-S092
E0102,INPUT_BOUNDARY_GATE,DATA_QUALITY_GATE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P05` between steps `P05-S018` and `P05-S019`.,Algorithm/core_engine.md,,P05::P05-S018->P05-S019
E0103,LOAD_AMENDMENT_CASE,FINALIZE_RUN_FAILURE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P10` between steps `P10-S027` and `P10-S028`.,Algorithm/core_engine.md,,P10::P10-S027->P10-S028
E0104,LOAD_AND_VALIDATE_PRIOR_MANIFEST_CONTEXT,DECIDE_MANIFEST_REUSE_STRATEGY,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P02` between steps `P02-S011` and `P02-S015`.,Algorithm/core_engine.md,,P02::P02-S011->P02-S015
E0105,LOAD_EXISTING_DECISION_BUNDLE,RECORD_EVENT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P06` between steps `P06-S020` and `P06-S023`.,Algorithm/core_engine.md,,P06::P06-S020->P06-S023
E0106,LOAD_EXISTING_DECISION_BUNDLE,RESOLVE_CONFIG_FOR_REQUEST,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P02` between steps `P02-S018` and `P02-S019`.,Algorithm/core_engine.md,,P02::P02-S018->P02-S019
E0107,LOAD_FROZEN_POST_SEAL_BASIS,RECORD_EVENT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P06` between steps `P06-S005` and `P06-S009`.,Algorithm/core_engine.md,,P06::P06-S005->P06-S009
E0108,LOAD_OVERRIDES,FILING_GATE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S004` and `P15-S006`.,Algorithm/core_engine.md,,P15::P15-S004->P15-S006
E0109,LOAD_OVERRIDES,OBLIGATION_STATUS,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S057` and `P09-S057`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S006` and `P15-S006`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S021` and `P15-S021`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S039` and `P15-S039`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S072` and `P15-S072`.,Algorithm/core_engine.md,,P09::P09-S057->P09-S057; P15::P15-S006->P15-S006; P15::P15-S021->P15-S021; P15::P15-S039->P15-S039; P15::P15-S072->P15-S072
E0110,LOAD_OVERRIDES,PARITY_GATE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S071` and `P09-S071`.,Algorithm/core_engine.md,,P09::P09-S071->P09-S071
E0111,LOAD_OVERRIDES,SYNTHESIZE_TRUST,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P11` between steps `P11-S006` and `P11-S006`.,Algorithm/core_engine.md,,P11::P11-S006->P11-S006
E0112,LOAD_SCHEMA_BUNDLE,ARTIFACT_CONTENT_HASH,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S099` and `P04-S102`.,Algorithm/core_engine.md,,P04::P04-S099->P04-S102
E0113,LOAD_SEALED_RUN_CONTEXT,RECORD_EVENT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S030` and `P04-S035`.,Algorithm/core_engine.md,,P04::P04-S030->P04-S035
E0114,MANIFEST_GATE,ARTIFACT_CONTRACT_GATE,external_boundary_dependency,Adjacent in `RUN_ENGINE(...)` phase `P05` between steps `P05-S016` and `P05-S017`.,Algorithm/core_engine.md,,P05::P05-S016->P05-S017
E0115,MATERIALIZE_AMENDMENT_WINDOW_CONTEXT,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S023` and `P09-S024`. Adjacent in `RUN_ENGINE(...)` phase `P10` between steps `P10-S018` and `P10-S019`. Adjacent in `RUN_ENGINE(...)` phase `P17` between steps `P17-S016` and `P17-S017`.,Algorithm/core_engine.md,,P09::P09-S023->P09-S024; P10::P10-S018->P10-S019; P17::P17-S016->P17-S017
E0116,MATERIALIZE_SOURCE_WINDOW,RECORD_EVENT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S053` and `P04-S054`.,Algorithm/core_engine.md,,P04::P04-S053->P04-S054
E0117,MEASURE_COMPLETENESS,RECORD_EVENT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S095` and `P04-S096`.,Algorithm/core_engine.md,,P04::P04-S095->P04-S096
E0118,NORMALIZE_AUTHORITY_RESPONSE,SUBMISSION_GATE,external_boundary_dependency,`NORMALIZE_AUTHORITY_RESPONSE` produces or persists `SubmissionRecord` consumed by `SUBMISSION_GATE`.,Algorithm/modules.md::L1984[NORMALIZE_AUTHORITY_RESPONSE_...],SubmissionRecord,
E0119,OBLIGATION_STATUS,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S057` and `P09-S058`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S006` and `P15-S007`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S021` and `P15-S022`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S039` and `P15-S040`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S072` and `P15-S073`.,Algorithm/core_engine.md,,P09::P09-S057->P09-S058; P15::P15-S006->P15-S007; P15::P15-S021->P15-S022; P15::P15-S039->P15-S040; P15::P15-S072->P15-S073
E0120,PARITY_GATE,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S071` and `P09-S072`.,Algorithm/core_engine.md,,P09::P09-S071->P09-S072
E0121,PERSIST_GATE_BATCH,UPDATE_MANIFEST_PRESEAL_CONTEXT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P05` between steps `P05-S041` and `P05-S042`.,Algorithm/core_engine.md,,P05::P05-S041->P05-S042
E0122,PERSIST_PRESTART_TERMINAL_CONTEXT,FINALIZE_TERMINAL_OUTCOME,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P05` between steps `P05-S024` and `P05-S027`.,Algorithm/core_engine.md,,P05::P05-S024->P05-S027
E0123,PERSIST_PRESTART_TERMINAL_CONTEXT,FINALIZE_TERMINAL_OUTCOME,parameter_data_dependency,`FINALIZE_TERMINAL_OUTCOME` references `PERSIST_PRESTART_TERMINAL_CONTEXT` in its module contract body.,Algorithm/modules.md::L772[FINALIZE_TERMINAL_OUTCOME_...],,
E0124,PERSIST_REPLAY_ATTESTATION,FINALIZE_TERMINAL_OUTCOME,parameter_data_dependency,`FINALIZE_TERMINAL_OUTCOME` references `PERSIST_REPLAY_ATTESTATION` in its module contract body.,Algorithm/modules.md::L772[FINALIZE_TERMINAL_OUTCOME_...],,
E0125,PLAN_SOURCE_COLLECTION,FREEZE_COLLECTION_BOUNDARY,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S037` and `P04-S052`.,Algorithm/core_engine.md,,P04::P04-S037->P04-S052
E0126,PLAN_WORKFLOW,UPSERT_WORKFLOW_ITEMS,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S045` and `P09-S046`. Adjacent in `RUN_ENGINE(...)` phase `P12` between steps `P12-S002` and `P12-S003`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S011` and `P14-S012`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S012` and `P15-S013`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S027` and `P15-S028`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S045` and `P15-S046`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S080` and `P15-S081`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S033` and `P16-S034`.,Algorithm/core_engine.md,,P09::P09-S045->P09-S046; P12::P12-S002->P12-S003; P14::P14-S011->P14-S012; P15::P15-S012->P15-S013; P15::P15-S027->P15-S028; P15::P15-S045->P15-S046; P15::P15-S080->P15-S081; P16::P16-S033->P16-S034
E0127,PROMOTE_CANONICAL_FACTS,BUILD_ARTIFACT_SET,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S081` and `P04-S086`.,Algorithm/core_engine.md,,P04::P04-S081->P04-S086
E0128,RECONCILE_AUTHORITY_STATE,RECOVER_SUBMISSION_ATTEMPT,parameter_data_dependency,`RECOVER_SUBMISSION_ATTEMPT` references `RECONCILE_AUTHORITY_STATE` in its module contract body.,Algorithm/modules.md::L1887[RECOVER_SUBMISSION_ATTEMPT_...],,
E0129,RECONCILE_AUTHORITY_STATE,SUBMISSION_GATE,state_transition_dependency,`RECONCILE_AUTHORITY_STATE` produces or persists `SubmissionRecord` consumed by `SUBMISSION_GATE`.,Algorithm/modules.md::L2085[RECONCILE_AUTHORITY_STATE_...],SubmissionRecord,
E0130,RECONCILE_AUTHORITY_STATE,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S070` and `P16-S077`.,Algorithm/core_engine.md,,P16::P16-S070->P16-S077
E0131,RECORD_EVENT,AMENDMENT_GATE,external_boundary_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S037` and `P09-S039`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S004` and `P14-S005`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S042` and `P14-S044`.,Algorithm/core_engine.md,,P09::P09-S037->P09-S039; P14::P14-S004->P14-S005; P14::P14-S042->P14-S044
E0132,RECORD_EVENT,APPEND_MANIFEST_GATES,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P08` between steps `P08-S003` and `P08-S004`. Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S041` and `P09-S042`. Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S059` and `P09-S060`. Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S073` and `P09-S074`. Adjacent in `RUN_ENGINE(...)` phase `P11` between steps `P11-S011` and `P11-S012`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S007` and `P14-S008`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S046` and `P14-S047`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S008` and `P15-S009`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S023` and `P15-S024`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S041` and `P15-S042`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S074` and `P15-S075`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S029` and `P16-S030`.,Algorithm/core_engine.md,,P08::P08-S003->P08-S004; P09::P09-S041->P09-S042; P09::P09-S059->P09-S060; P09::P09-S073->P09-S074; P11::P11-S011->P11-S012; P14::P14-S007->P14-S008; P14::P14-S046->P14-S047; P15::P15-S008->P15-S009; P15::P15-S023->P15-S024; P15::P15-S041->P15-S042; P15::P15-S074->P15-S075; P16::P16-S029->P16-S030
E0133,RECORD_EVENT,BEGIN_CHILD_MANIFEST,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P03` between steps `P03-S010` and `P03-S012`.,Algorithm/core_engine.md,,P03::P03-S010->P03-S012
E0134,RECORD_EVENT,BEGIN_SUBMISSION_RECORD,external_boundary_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S048` and `P16-S051`.,Algorithm/core_engine.md,,P16::P16-S048->P16-S051
E0135,RECORD_EVENT,BUILD_DRIFT_DELTA_VECTOR,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S011` and `P09-S012`. Adjacent in `RUN_ENGINE(...)` phase `P10` between steps `P10-S006` and `P10-S007`. Adjacent in `RUN_ENGINE(...)` phase `P17` between steps `P17-S004` and `P17-S005`.,Algorithm/core_engine.md,,P09::P09-S011->P09-S012; P10::P10-S006->P10-S007; P17::P17-S004->P17-S005
E0136,RECORD_EVENT,COLLECTION_LATE_DATA_BINDINGS,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P07` between steps `P07-S022` and `P07-S032`.,Algorithm/core_engine.md,,P07::P07-S022->P07-S032
E0137,RECORD_EVENT,DETECT_DRIFT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S016` and `P09-S017`. Adjacent in `RUN_ENGINE(...)` phase `P10` between steps `P10-S011` and `P10-S012`. Adjacent in `RUN_ENGINE(...)` phase `P17` between steps `P17-S009` and `P17-S010`.,Algorithm/core_engine.md,,P09::P09-S016->P09-S017; P10::P10-S011->P10-S012; P17::P17-S009->P17-S010
E0138,RECORD_EVENT,EMIT_WORKFLOW_ITEM,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S081` and `P16-S084`.,Algorithm/core_engine.md,,P16::P16-S081->P16-S084
E0139,RECORD_EVENT,EVALUATE_AMENDMENT_ELIGIBILITY,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S025` and `P09-S026`. Adjacent in `RUN_ENGINE(...)` phase `P10` between steps `P10-S020` and `P10-S021`. Adjacent in `RUN_ENGINE(...)` phase `P17` between steps `P17-S018` and `P17-S019`.,Algorithm/core_engine.md,,P09::P09-S025->P09-S026; P10::P10-S020->P10-S021; P17::P17-S018->P17-S019
E0140,RECORD_EVENT,EXISTING_SUBMISSIONS,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S024` and `P16-S027`.,Algorithm/core_engine.md,,P16::P16-S024->P16-S027
E0141,RECORD_EVENT,FINALIZE_RUN_FAILURE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P05` between steps `P05-S014` and `P05-S015`. Adjacent in `RUN_ENGINE(...)` phase `P05` between steps `P05-S046` and `P05-S049`.,Algorithm/core_engine.md,,P05::P05-S014->P05-S015; P05::P05-S046->P05-S049
E0142,RECORD_EVENT,FINALIZE_TERMINAL_OUTCOME,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S022` and `P14-S023`.,Algorithm/core_engine.md,,P14::P14-S022->P14-S023
E0143,RECORD_EVENT,FREEZE_CONFIG,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P03` between steps `P03-S014` and `P03-S016`.,Algorithm/core_engine.md,,P03::P03-S014->P03-S016
E0144,RECORD_EVENT,LOAD_EXISTING_DECISION_BUNDLE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P02` between steps `P02-S017` and `P02-S018`. Adjacent in `RUN_ENGINE(...)` phase `P06` between steps `P06-S019` and `P06-S020`.,Algorithm/core_engine.md,,P02::P02-S017->P02-S018; P06::P06-S019->P06-S020
E0145,RECORD_EVENT,LOAD_OVERRIDES,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S070` and `P09-S071`.,Algorithm/core_engine.md,,P09::P09-S070->P09-S071
E0146,RECORD_EVENT,LOAD_SCHEMA_BUNDLE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S096` and `P04-S099`.,Algorithm/core_engine.md,,P04::P04-S096->P04-S099
E0147,RECORD_EVENT,LOAD_SEALED_RUN_CONTEXT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S026` and `P04-S030`.,Algorithm/core_engine.md,,P04::P04-S026->P04-S030
E0148,RECORD_EVENT,MATERIALIZE_AMENDMENT_WINDOW_CONTEXT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S022` and `P09-S023`. Adjacent in `RUN_ENGINE(...)` phase `P10` between steps `P10-S017` and `P10-S018`. Adjacent in `RUN_ENGINE(...)` phase `P17` between steps `P17-S015` and `P17-S016`.,Algorithm/core_engine.md,,P09::P09-S022->P09-S023; P10::P10-S017->P10-S018; P17::P17-S015->P17-S016
E0149,RECORD_EVENT,PLAN_SOURCE_COLLECTION,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S035` and `P04-S037`.,Algorithm/core_engine.md,,P04::P04-S035->P04-S037
E0150,RECORD_EVENT,PROMOTE_CANONICAL_FACTS,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S061` and `P04-S081`.,Algorithm/core_engine.md,,P04::P04-S061->P04-S081
E0151,RECORD_EVENT,RECONCILE_AUTHORITY_STATE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S061` and `P16-S070`.,Algorithm/core_engine.md,,P16::P16-S061->P16-S070
E0152,RECORD_EVENT,RESOLVE_AUTHORITY_BINDING,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S017` and `P16-S018`.,Algorithm/core_engine.md,,P16::P16-S017->P16-S018
E0153,RECORD_EVENT,RESOLVE_AUTHORITY_OPERATION,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S013` and `P16-S015`.,Algorithm/core_engine.md,,P16::P16-S013->P16-S015
E0154,RECORD_EVENT,SEED,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P06` between steps `P06-S009` and `P06-S012`.,Algorithm/core_engine.md,,P06::P06-S009->P06-S012
E0155,RECORD_EVENT,SELECT_PRIMARY_PROOF_BUNDLE_REF,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P07` between steps `P07-S036` and `P07-S038`. Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S048` and `P09-S050`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S014` and `P14-S018`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S058` and `P14-S059`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S015` and `P15-S017`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S030` and `P15-S032`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S048` and `P15-S050`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S083` and `P15-S086`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S036` and `P16-S039`.,Algorithm/core_engine.md,,P07::P07-S036->P07-S038; P09::P09-S048->P09-S050; P14::P14-S014->P14-S018; P14::P14-S058->P14-S059; P15::P15-S015->P15-S017; P15::P15-S030->P15-S032; P15::P15-S048->P15-S050; P15::P15-S083->P15-S086; P16::P16-S036->P16-S039
E0156,RECORD_EVENT,TRUST_GATE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P11` between steps `P11-S008` and `P11-S009`.,Algorithm/core_engine.md,,P11::P11-S008->P11-S009
E0157,RECORD_EVENT,UPDATE_MANIFEST_OUTPUTS,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P10` between steps `P10-S023` and `P10-S024`. Adjacent in `RUN_ENGINE(...)` phase `P13` between steps `P13-S013` and `P13-S014`. Adjacent in `RUN_ENGINE(...)` phase `P17` between steps `P17-S023` and `P17-S024`.,Algorithm/core_engine.md,,P10::P10-S023->P10-S024; P13::P13-S013->P13-S014; P17::P17-S023->P17-S024
E0158,RECORD_EVENT,UPSERT_AMENDMENT_CASE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S116` and `P16-S121`.,Algorithm/core_engine.md,,P16::P16-S116->P16-S121
E0159,RECORD_EVENT,UPSERT_FILING_CASE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S068` and `P15-S070`.,Algorithm/core_engine.md,,P15::P15-S068->P15-S070
E0160,RECORD_EVENT,VALIDATE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S093` and `P04-S094`.,Algorithm/core_engine.md,,P04::P04-S093->P04-S094
E0161,RECORD_EVENT,VALIDATE_MANIFEST_LINEAGE_PROJECTION,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P03` between steps `P03-S025` and `P03-S026`.,Algorithm/core_engine.md,,P03::P03-S025->P03-S026
E0162,RECORD_EVENT,VALIDATE_REUSE_SEALED_CONTEXT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P03` between steps `P03-S004` and `P03-S006`.,Algorithm/core_engine.md,,P03::P03-S004->P03-S006
E0163,RECORD_EVENT,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S101` and `P16-S102`.,Algorithm/core_engine.md,,P16::P16-S101->P16-S102
E0164,RECOVER_SUBMISSION_ATTEMPT,SUBMISSION_GATE,artifact_availability_dependency,`RECOVER_SUBMISSION_ATTEMPT` produces or persists `SubmissionRecord` consumed by `SUBMISSION_GATE`.,Algorithm/modules.md::L1887[RECOVER_SUBMISSION_ATTEMPT_...],SubmissionRecord,
E0165,RESOLVE_AUTHORITY_BINDING,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S018` and `P16-S019`.,Algorithm/core_engine.md,,P16::P16-S018->P16-S019
E0166,RESOLVE_AUTHORITY_OPERATION,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S015` and `P16-S016`.,Algorithm/core_engine.md,,P16::P16-S015->P16-S016
E0167,RESOLVE_CONFIG_FOR_REQUEST,CONTINUATION_REUSES_FROZEN_INPUT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P02` between steps `P02-S019` and `P02-S025`.,Algorithm/core_engine.md,,P02::P02-S019->P02-S025
E0168,RESOLVE_FILING_NOTICES,FINALIZE_RUN_FAILURE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S092` and `P15-S095`.,Algorithm/core_engine.md,,P15::P15-S092->P15-S095
E0169,RESOLVE_FILING_NOTICES,SYNTHESIZE_TRUST,parameter_data_dependency,`SYNTHESIZE_TRUST` references `RESOLVE_FILING_NOTICES` in its module contract body.,Algorithm/modules.md::L1337[SYNTHESIZE_TRUST_...],,
E0170,RETENTION_EVIDENCE_GATE,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P08` between steps `P08-S001` and `P08-S002`.,Algorithm/core_engine.md,,P08::P08-S001->P08-S002
E0171,RETENTION_TAG,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P05` between steps `P05-S040` and `P05-S040`.,Algorithm/core_engine.md,,P05::P05-S040->P05-S040
E0172,SEAL_MANIFEST,TRANSITION_MANIFEST,state_transition_dependency,Adjacent in `RUN_ENGINE(...)` phase `P05` between steps `P05-S043` and `P05-S044`.,Algorithm/core_engine.md,,P05::P05-S043->P05-S044
E0173,SEED,CLAIM_MANIFEST_START,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P06` between steps `P06-S012` and `P06-S014`.,Algorithm/core_engine.md,,P06::P06-S012->P06-S014
E0174,SELECT_DRIFT_BASELINE,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S009` and `P09-S010`. Adjacent in `RUN_ENGINE(...)` phase `P10` between steps `P10-S004` and `P10-S005`. Adjacent in `RUN_ENGINE(...)` phase `P17` between steps `P17-S002` and `P17-S003`.,Algorithm/core_engine.md,,P09::P09-S009->P09-S010; P10::P10-S004->P10-S005; P17::P17-S002->P17-S003
